sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,age_bucket,imc_cat
H,oui,bac+2,Bretagne,oui,non,2953,divorcé,,0.15,2020-03-13,394.0,5000.0,500.0,adulte,surpoids
H,oui,aucun,Occitanie,non,oui,2811,divorcé,,0.3,2023-04-05,739.0,10000.0,26643.10515697082,jeune,insuffisant
H,non,bac,Île-de-France,non,oui,3729,,,0.63,2023-03-20,,,17724.105609609116,retraite,insuffisant
H,non,bac+2,Normandie,oui,oui,3390,célibataire,,0.48,2020-02-28,712.0,5000.0,18634.61791235963,senior,obese
F,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,1818,célibataire,,1.0,2024-11-15,404.0,344.62,500.0,senior,obese
H,non,master,Hauts-de-France,oui,non,3224,célibataire,,0.04,2023-08-12,684.0,467.76,500.0,retraite,obese
F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,3980,,0.0,0.02,2022-07-18,658.0,857.77,500.0,adulte,surpoids
F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,602,veuf,2.0,0.85,2020-11-22,843.0,,500.0,senior,normal
F,non,master,Occitanie,non,oui,5261,divorcé,,0.49,2022-11-10,524.0,,28019.504719403125,adulte,normal
H,non,bac,Provence-Alpes-Côte d’Azur,oui,non,2564,,,0.59,2020-07-30,,,500.0,jeune,normal
H,oui,bac,Auvergne-Rhône-Alpes,oui,non,3080,,,0.56,2022-06-07,659.0,176.21,500.0,senior,insuffisant
F,non,master,Auvergne-Rhône-Alpes,non,non,2915,célibataire,,0.97,2020-05-11,310.0,10000.0,500.0,jeune,insuffisant
F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,1195,marié,,0.69,2023-12-12,470.0,,13657.952881182742,retraite,normal
F,oui,aucun,Normandie,oui,oui,2291,,3.0,0.85,2023-05-13,,1237.33,500.0,senior,obese
F,non,bac,Hauts-de-France,non,oui,2337,célibataire,0.0,0.13,2022-01-09,844.0,1082.09,8032.335463356014,retraite,insuffisant
F,oui,doctorat,Bretagne,non,non,3336,marié,,0.59,2020-04-23,648.0,,13163.020457712131,retraite,normal
H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2275,,4.0,0.25,2024-02-02,,10000.0,16056.023446273066,senior,normal
H,non,aucun,Bretagne,non,oui,3078,divorcé,5.0,0.98,2023-10-06,523.0,970.57,8005.057222259824,retraite,surpoids
H,oui,bac,Corse,oui,oui,2243,célibataire,3.0,0.37,2021-05-28,,949.89,500.0,retraite,normal
F,oui,bac,Normandie,non,oui,1992,,5.0,0.42,2020-10-20,,10000.0,15349.175434842493,retraite,normal
H,non,bac,Normandie,non,oui,3991,célibataire,2.0,0.55,2021-06-23,,10000.0,14208.561849570082,retraite,normal
H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,1325,marié,,0.94,2020-11-10,,,500.0,adulte,normal
H,oui,doctorat,Bretagne,non,oui,1703,veuf,5.0,0.3,2022-06-11,461.0,5000.0,33600.99385331379,retraite,normal
F,oui,master,Hauts-de-France,oui,non,3306,,5.0,0.76,2020-11-25,320.0,,500.0,retraite,surpoids
H,oui,bac,Île-de-France,oui,non,1866,divorcé,,0.28,2024-05-29,703.0,,500.0,adulte,surpoids
F,non,master,Corse,non,oui,3363,,,0.59,2021-01-09,431.0,10000.0,15471.04609982686,senior,normal
H,oui,aucun,Auvergne-Rhône-Alpes,non,non,5220,célibataire,,0.01,2023-04-14,,,3534.646866962595,senior,normal
H,oui,bac,Normandie,oui,non,2046,,1.0,0.56,2022-01-13,605.0,10000.0,500.0,senior,obese
H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,3094,marié,4.0,0.75,2024-04-14,,10000.0,20287.06704982809,adulte,obese
F,oui,doctorat,Hauts-de-France,non,oui,1694,célibataire,0.0,0.87,2021-01-17,,5000.0,24914.758303636103,adulte,normal
H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,4377,marié,,0.27,2020-05-22,,10000.0,20652.85541863941,retraite,normal
F,oui,bac,Hauts-de-France,non,non,2987,divorcé,,0.21,2020-08-16,700.0,1161.87,500.0,adulte,normal
H,non,master,Normandie,oui,oui,4091,marié,,0.39,2025-01-05,,,9971.570741690672,senior,normal
F,oui,bac,Corse,oui,non,1718,,3.0,0.25,2022-03-05,445.0,10000.0,500.0,retraite,insuffisant
H,oui,master,Bretagne,oui,oui,3128,,0.0,0.93,2024-03-14,,,18636.31269069667,senior,insuffisant
F,non,doctorat,Normandie,non,oui,3134,,,0.49,2022-03-29,,,24822.215181932985,adulte,normal
H,non,master,Corse,oui,non,3999,veuf,2.0,0.13,2024-02-20,,1217.02,500.0,senior,normal
H,oui,doctorat,Occitanie,non,non,2467,marié,3.0,0.52,2022-10-23,,10000.0,500.0,senior,surpoids
F,oui,aucun,Hauts-de-France,oui,non,4615,,,0.43,2022-12-22,,10000.0,500.0,retraite,normal
H,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,635,marié,,0.18,2020-08-21,,10000.0,500.0,jeune,surpoids
H,oui,aucun,Hauts-de-France,non,non,510,marié,,0.48,2024-10-16,,833.72,500.0,retraite,normal
F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,4571,célibataire,,0.19,2021-11-08,380.0,,18783.19340450456,adulte,insuffisant
H,oui,bac,Normandie,non,oui,1764,marié,0.0,0.79,2022-06-28,663.0,10000.0,21244.019747422983,senior,normal
F,oui,master,Île-de-France,oui,oui,4290,divorcé,4.0,0.08,2021-07-18,806.0,729.12,28278.78890632364,jeune,insuffisant
F,oui,aucun,Corse,non,oui,579,célibataire,4.0,0.0,2024-09-13,,,500.0,jeune,normal
H,oui,master,Bretagne,non,oui,3535,marié,1.0,0.16,2022-06-18,,5000.0,31031.6492562988,adulte,normal
H,non,bac+2,Normandie,non,oui,2036,,,0.09,2020-08-24,670.0,,15636.628512708256,adulte,normal
H,oui,doctorat,Île-de-France,non,non,1412,célibataire,,0.68,2022-02-23,608.0,554.99,3124.164472073433,retraite,obese
H,non,master,Occitanie,oui,oui,3051,marié,,0.64,2024-10-27,,,18605.92257551191,jeune,insuffisant
H,non,doctorat,Bretagne,non,oui,2808,célibataire,3.0,0.33,2021-01-04,600.0,,29909.34179769602,jeune,normal
H,oui,aucun,Occitanie,oui,oui,2859,célibataire,1.0,0.06,2025-05-15,,10000.0,4200.779232353485,retraite,normal
H,non,aucun,Île-de-France,oui,oui,2702,,,0.74,2022-05-30,,5000.0,500.0,jeune,normal
H,non,aucun,Île-de-France,non,non,4189,célibataire,,0.05,2020-12-10,,594.88,500.0,retraite,normal
H,non,master,Bretagne,oui,non,3928,divorcé,,0.8,2024-04-23,488.0,5000.0,500.0,adulte,normal
F,non,master,Bretagne,oui,oui,3959,divorcé,1.0,0.59,2024-06-08,,5000.0,14997.20770869902,jeune,surpoids
H,non,bac,Auvergne-Rhône-Alpes,oui,oui,2079,divorcé,3.0,0.74,2022-11-19,,522.54,10178.598894714703,retraite,obese
H,non,master,Provence-Alpes-Côte d’Azur,non,non,672,,,0.91,2020-03-10,,5000.0,500.0,adulte,normal
H,oui,doctorat,Bretagne,oui,oui,3842,,4.0,0.73,2022-12-21,,,34886.29831224039,senior,surpoids
F,non,bac,Auvergne-Rhône-Alpes,non,oui,4380,,4.0,0.08,2020-11-25,581.0,898.08,16840.526540722756,senior,surpoids
H,non,master,Hauts-de-France,oui,oui,2273,veuf,4.0,0.6,2024-01-13,371.0,5000.0,500.0,senior,surpoids
F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,3409,divorcé,,0.18,2023-09-25,848.0,1008.47,10843.284567530283,adulte,insuffisant
H,oui,master,Normandie,non,non,4275,marié,,0.06,2025-02-23,699.0,,16112.849364007709,jeune,normal
F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,1516,divorcé,1.0,0.34,2023-03-02,474.0,10000.0,13826.038961365672,retraite,surpoids
F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3221,célibataire,,0.95,2023-08-27,,728.34,43304.63120516872,jeune,obese
H,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,500,divorcé,5.0,0.96,2020-09-13,,,1427.3261948891216,jeune,normal
H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,3796,veuf,1.0,0.91,2020-03-26,323.0,5000.0,500.0,jeune,obese
H,oui,master,Hauts-de-France,oui,oui,4464,marié,0.0,0.22,2023-06-11,,714.04,13879.322914719867,jeune,normal
H,oui,master,Hauts-de-France,oui,oui,1619,,2.0,0.65,2024-09-25,,909.13,6279.226845614761,senior,insuffisant
F,non,bac+2,Auvergne-Rhône-Alpes,non,oui,500,célibataire,2.0,0.36,2025-03-03,,5000.0,500.0,senior,insuffisant
H,non,aucun,Bretagne,non,oui,2548,célibataire,,0.68,2020-05-11,,472.23,4941.809457375554,adulte,surpoids
H,non,bac+2,Hauts-de-France,non,non,2576,veuf,2.0,0.8,2021-08-22,589.0,,500.0,adulte,normal
H,oui,master,Occitanie,non,oui,4731,divorcé,,0.02,2022-11-12,,10000.0,42416.33526078821,adulte,normal
F,non,doctorat,Normandie,oui,non,3848,célibataire,,0.67,2023-09-20,581.0,10000.0,500.0,jeune,obese
F,non,bac,Bretagne,oui,oui,3115,divorcé,,0.23,2021-04-02,319.0,,500.0,senior,insuffisant
H,non,bac,Île-de-France,oui,oui,2565,veuf,4.0,0.43,2021-08-21,580.0,10000.0,10811.725389041092,jeune,normal
H,oui,master,Normandie,oui,oui,3309,marié,,0.53,2025-02-25,,,27747.742481492995,,surpoids
F,non,bac+2,Occitanie,oui,non,3334,,,0.95,2023-11-02,,5000.0,500.0,adulte,obese
F,non,bac+2,Île-de-France,non,oui,4346,divorcé,,0.82,2022-10-09,,10000.0,25730.840568545773,senior,normal
H,oui,master,Bretagne,non,non,2715,célibataire,,0.05,2021-11-08,,,14613.756332849334,jeune,normal
H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,4369,marié,1.0,0.85,2022-08-01,401.0,10000.0,29481.308357121317,adulte,surpoids
F,oui,doctorat,Île-de-France,oui,oui,2305,marié,,0.77,2023-04-19,435.0,,19499.860752510263,retraite,surpoids
H,non,master,Occitanie,oui,oui,3175,marié,,0.5,2021-11-21,,1285.41,17728.820162065636,retraite,normal
H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,2880,,,0.5,2023-10-17,725.0,10000.0,28038.17145048298,retraite,obese
F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,4222,marié,,0.26,2022-08-08,,5000.0,5810.270210430306,jeune,surpoids
H,oui,bac+2,Corse,non,oui,2470,veuf,2.0,0.03,2020-08-04,,10000.0,16664.76377535286,adulte,surpoids
F,non,doctorat,Île-de-France,non,oui,500,,,0.82,2023-05-22,,,21425.313541614767,adulte,surpoids
H,non,bac,Occitanie,oui,oui,2174,célibataire,,0.83,2025-02-17,,5000.0,500.0,retraite,surpoids
F,non,bac,Normandie,non,oui,4694,divorcé,,0.74,2023-07-06,,,12284.913758349265,jeune,normal
H,oui,bac,Bretagne,oui,oui,3030,célibataire,0.0,0.74,2021-05-18,,,22689.46661495993,retraite,surpoids
F,non,aucun,Bretagne,non,non,1159,marié,5.0,0.04,2021-11-19,,10000.0,500.0,senior,obese
H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,1080,,,0.35,2024-03-08,,379.47,8368.178626895113,senior,normal
H,non,bac+2,Corse,oui,non,2017,marié,4.0,0.25,2025-02-21,322.0,,500.0,jeune,normal
F,non,bac,Normandie,oui,oui,2892,,0.0,0.98,2024-10-24,578.0,,500.0,retraite,obese
H,oui,bac,Corse,oui,non,5364,marié,,0.24,2025-06-05,,222.33,500.0,retraite,obese
F,non,bac+2,Occitanie,non,oui,3431,marié,0.0,0.04,2020-09-23,,1088.8,2800.079948934209,retraite,obese
H,non,master,Occitanie,oui,non,1336,divorcé,,0.16,2023-05-24,454.0,5000.0,500.0,retraite,normal
H,non,bac,Normandie,non,oui,1878,veuf,,0.68,2021-11-15,,5000.0,10063.256313032873,jeune,obese
H,oui,aucun,Hauts-de-France,oui,oui,3359,veuf,4.0,0.45,2020-06-27,,,10485.41682685128,retraite,surpoids
H,oui,bac+2,Hauts-de-France,oui,oui,3900,,,0.36,2025-02-24,,,11297.102194407851,jeune,normal
H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,1161,,5.0,0.94,2021-12-07,846.0,,9291.04715563276,adulte,normal
F,non,master,Auvergne-Rhône-Alpes,oui,non,2376,veuf,,0.04,2022-02-21,,,500.0,retraite,insuffisant
H,non,doctorat,Bretagne,oui,oui,1944,divorcé,5.0,0.31,2024-07-03,,10000.0,14566.83478467696,retraite,obese
H,non,bac+2,Auvergne-Rhône-Alpes,non,oui,1043,,,0.91,2020-11-23,,5000.0,9724.18952293949,retraite,insuffisant
F,non,aucun,Bretagne,non,non,1262,,,0.98,2023-07-29,,,500.0,adulte,obese
F,oui,master,Bretagne,oui,non,1557,divorcé,5.0,0.18,2021-07-27,,5000.0,500.0,retraite,insuffisant
F,non,master,Île-de-France,oui,oui,1536,célibataire,2.0,0.7,2023-05-18,,,8798.968443830508,jeune,normal
H,oui,master,Normandie,non,oui,2828,marié,,0.45,2024-03-31,,1009.81,32239.2894679626,adulte,obese
H,non,bac+2,Occitanie,oui,non,2737,,0.0,0.04,2020-11-30,,5000.0,500.0,senior,normal
F,oui,master,Occitanie,non,non,2763,veuf,0.0,0.08,2024-03-02,,10000.0,500.0,adulte,normal
F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,2127,divorcé,,0.61,2022-11-26,,5000.0,20578.20698848433,jeune,normal
H,oui,doctorat,Île-de-France,oui,non,3285,divorcé,,0.5,2022-04-03,650.0,5000.0,8326.577135095928,jeune,obese
F,non,aucun,Hauts-de-France,oui,non,2757,marié,,0.29,2022-10-21,,985.38,500.0,retraite,normal
F,non,master,Normandie,oui,non,3434,divorcé,,0.1,2020-05-11,,,500.0,retraite,normal
F,non,bac+2,Auvergne-Rhône-Alpes,oui,non,4300,,,0.51,2022-07-29,,832.89,500.0,retraite,surpoids
F,oui,doctorat,Corse,non,non,2541,divorcé,,0.62,2021-01-17,,10000.0,500.0,senior,surpoids
F,oui,aucun,Île-de-France,non,oui,4150,célibataire,2.0,0.9,2021-08-06,,,22453.08354542034,senior,insuffisant
F,oui,aucun,Bretagne,non,oui,4576,marié,,0.13,2020-01-16,,5000.0,23503.472661018324,retraite,obese
F,non,bac,Provence-Alpes-Côte d’Azur,non,non,2035,célibataire,4.0,0.69,2021-08-14,593.0,,500.0,retraite,obese
F,non,bac,Auvergne-Rhône-Alpes,oui,oui,1762,divorcé,,0.4,2020-11-26,,809.58,4579.812121984213,senior,surpoids
H,non,master,Normandie,non,non,3147,,4.0,0.66,2020-05-19,,5000.0,500.0,retraite,normal
H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,3576,veuf,,0.46,2024-12-03,637.0,10000.0,13007.120876808536,jeune,insuffisant
H,non,bac+2,Corse,oui,non,3262,marié,3.0,0.13,2020-03-02,645.0,,500.0,retraite,surpoids
H,oui,bac+2,Île-de-France,oui,non,3622,divorcé,,0.26,2022-10-15,684.0,,6915.793572042778,senior,surpoids
H,oui,bac,Hauts-de-France,oui,oui,500,veuf,,0.38,2023-05-01,763.0,,5360.810783377691,jeune,surpoids
H,oui,doctorat,Corse,non,non,4005,célibataire,3.0,0.54,2024-07-25,,,5545.353992648232,retraite,surpoids
H,oui,aucun,Corse,non,oui,2887,célibataire,5.0,0.22,2020-10-03,,,500.0,senior,normal
F,non,bac+2,Corse,non,oui,3064,,,0.79,2022-07-07,671.0,,500.0,retraite,normal
H,oui,aucun,Hauts-de-France,non,non,1017,,5.0,0.87,2020-07-17,,5000.0,500.0,retraite,surpoids
H,oui,master,Hauts-de-France,non,oui,3988,célibataire,0.0,0.85,2022-02-26,,5000.0,24730.3558758046,jeune,surpoids
F,non,master,Corse,oui,oui,1806,marié,,0.17,2024-03-04,,10000.0,500.0,retraite,normal
H,oui,bac,Auvergne-Rhône-Alpes,non,non,1207,célibataire,,0.87,2024-08-05,304.0,,500.0,senior,surpoids
F,non,master,Corse,oui,non,2872,marié,3.0,0.37,2022-05-03,,,500.0,senior,surpoids
H,non,doctorat,Île-de-France,non,non,3772,divorcé,2.0,0.4,2023-12-09,307.0,445.11,10757.139454873057,senior,normal
F,oui,master,Corse,non,oui,2946,marié,3.0,0.87,2021-11-23,,1055.74,5490.53794572042,adulte,normal
F,non,bac+2,Bretagne,oui,oui,3636,,,0.81,2020-12-15,490.0,,15661.184776389016,senior,surpoids
H,non,doctorat,Hauts-de-France,non,oui,1163,veuf,,0.83,2020-07-13,741.0,710.0,9176.788381736049,adulte,normal
H,oui,bac+2,Occitanie,non,non,3435,célibataire,0.0,0.68,2021-10-19,,10000.0,4494.761031862237,retraite,obese
F,non,bac,Hauts-de-France,non,non,1213,,,0.62,2022-11-22,659.0,5000.0,500.0,retraite,normal
H,oui,bac+2,Normandie,non,oui,1131,,,0.99,2023-04-23,,742.2,14402.909931756109,senior,surpoids
H,non,doctorat,Île-de-France,non,oui,2734,veuf,3.0,0.63,2021-01-22,590.0,10000.0,31663.41744381156,senior,surpoids
F,oui,bac,Auvergne-Rhône-Alpes,oui,non,1998,marié,,0.01,2020-01-25,,,500.0,jeune,normal
F,non,bac,Auvergne-Rhône-Alpes,non,oui,2113,veuf,2.0,0.26,2021-09-19,444.0,5000.0,12283.824659466776,senior,normal
F,oui,doctorat,Normandie,non,oui,3399,,0.0,0.65,2020-01-31,532.0,10000.0,34299.070914559976,senior,normal
H,non,master,Auvergne-Rhône-Alpes,oui,oui,1240,célibataire,2.0,0.5,2023-02-16,,10000.0,7752.976812037242,adulte,normal
H,oui,master,Île-de-France,oui,non,1845,marié,,0.69,2020-02-21,365.0,,500.0,adulte,normal
H,oui,bac,Hauts-de-France,non,oui,1860,célibataire,1.0,0.9,2020-03-28,,,2393.4958512787707,senior,normal
F,non,master,Corse,non,oui,882,divorcé,5.0,0.51,2023-05-12,,5000.0,500.0,jeune,surpoids
F,non,bac,Auvergne-Rhône-Alpes,non,non,3340,,1.0,0.03,2020-07-12,,5000.0,500.0,retraite,insuffisant
H,non,master,Provence-Alpes-Côte d’Azur,non,non,2210,marié,,0.53,2025-01-15,,,7907.986028825899,retraite,obese
F,non,doctorat,Corse,non,non,1271,veuf,,0.17,2021-06-27,308.0,,500.0,senior,obese
F,non,bac+2,Occitanie,oui,oui,839,veuf,,0.07,2020-11-04,721.0,5000.0,500.0,adulte,obese
H,oui,bac,Occitanie,oui,non,1878,,,0.15,2020-02-24,709.0,5000.0,500.0,adulte,insuffisant
F,non,bac+2,Corse,oui,oui,3401,veuf,4.0,0.57,2025-05-07,314.0,,500.0,senior,normal
F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,602,,,0.31,2022-12-08,,1057.05,11659.63880709411,senior,surpoids
F,non,aucun,Bretagne,oui,non,3853,,,0.47,2024-11-16,,,500.0,jeune,normal
F,non,master,Normandie,non,oui,1785,marié,3.0,0.27,2021-07-17,,,12237.900868549805,senior,insuffisant
F,non,bac+2,Occitanie,oui,oui,1286,,,0.71,2023-11-04,,10000.0,500.0,jeune,normal
H,non,master,Bretagne,oui,oui,3326,célibataire,,0.83,2020-09-28,,10000.0,19154.85547714953,retraite,surpoids
F,non,master,Hauts-de-France,non,oui,3024,veuf,,0.74,2025-01-04,792.0,840.9,20832.76865113435,retraite,normal
H,non,master,Bretagne,non,non,4571,,,0.57,2021-04-23,,596.18,5410.251949718845,jeune,obese
F,non,bac,Bretagne,non,oui,1977,veuf,,0.73,2022-02-28,449.0,,9766.849752827226,retraite,insuffisant
H,oui,bac,Normandie,oui,non,5050,divorcé,0.0,0.66,2023-08-22,,491.11,500.0,senior,insuffisant
H,oui,master,Auvergne-Rhône-Alpes,non,non,749,,2.0,0.93,2022-05-27,601.0,1179.53,3075.8252099937777,retraite,normal
F,non,doctorat,Corse,oui,oui,2055,,1.0,0.06,2020-10-16,511.0,,500.0,adulte,insuffisant
H,oui,bac,Hauts-de-France,oui,non,2171,,,0.68,2024-10-19,793.0,10000.0,500.0,adulte,surpoids
H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,876,,,0.43,2021-09-11,,10000.0,3610.2211866043167,adulte,surpoids
F,non,bac,Hauts-de-France,oui,oui,1917,,1.0,0.49,2020-03-19,844.0,5000.0,500.0,jeune,normal
H,non,doctorat,Corse,oui,oui,2272,divorcé,5.0,0.05,2022-05-05,316.0,,4701.838995519641,senior,obese
H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,3386,célibataire,,0.11,2023-04-07,565.0,1193.01,22417.00903200453,retraite,obese
H,non,master,Corse,oui,oui,2831,célibataire,,0.59,2022-01-26,416.0,5000.0,644.1993242211192,jeune,insuffisant
F,non,bac+2,Normandie,non,oui,1844,célibataire,,0.08,2020-03-01,,5000.0,1173.1008272263844,retraite,obese
H,oui,master,Normandie,non,oui,2265,,,0.48,2022-10-04,451.0,5000.0,28017.181035695092,adulte,insuffisant
H,non,bac+2,Corse,non,non,2733,célibataire,5.0,0.46,2022-05-22,,5000.0,500.0,jeune,obese
F,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,3985,marié,,0.08,2021-05-23,388.0,,18961.86738336764,senior,normal
F,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,1944,célibataire,2.0,0.62,2020-01-05,,495.9,500.0,jeune,normal
F,oui,master,Occitanie,oui,non,3390,veuf,,0.01,2025-01-18,512.0,,500.0,adulte,normal
F,oui,bac,Île-de-France,oui,non,1972,,3.0,0.43,2021-01-28,,10000.0,500.0,senior,insuffisant
F,non,doctorat,Normandie,oui,oui,3302,divorcé,0.0,0.23,2024-03-02,,,13783.80607672076,retraite,surpoids
H,non,doctorat,Normandie,oui,non,4992,,,0.38,2023-12-16,713.0,,16788.752609237832,senior,obese
F,oui,bac+2,Bretagne,oui,oui,3786,marié,2.0,0.92,2021-03-07,646.0,,20462.51536449928,retraite,surpoids
H,non,bac,Provence-Alpes-Côte d’Azur,non,non,4350,divorcé,0.0,0.09,2021-07-02,,5000.0,500.0,retraite,surpoids
H,oui,master,Corse,non,non,4145,veuf,4.0,0.88,2020-09-19,588.0,1240.29,632.9856113192295,adulte,normal
F,oui,bac,Occitanie,oui,non,500,marié,0.0,0.78,2025-04-27,,1353.1,500.0,senior,normal
F,non,doctorat,Normandie,non,oui,2178,célibataire,,0.95,2024-04-08,,886.46,20684.490865286796,senior,insuffisant
H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,2429,marié,,0.23,2022-02-27,651.0,10000.0,27116.72727661969,adulte,normal
F,oui,bac,Île-de-France,oui,oui,3343,,2.0,0.04,2022-12-01,348.0,1172.4,8942.330149292458,senior,surpoids
H,non,master,Occitanie,oui,oui,3619,,,0.76,2022-05-30,756.0,10000.0,14150.906182132156,jeune,surpoids
H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,1159,divorcé,,0.14,2025-03-20,,5000.0,911.8344008424629,senior,surpoids
F,non,bac,Normandie,non,non,3797,veuf,5.0,0.09,2024-10-06,,10000.0,500.0,retraite,normal
H,non,doctorat,Bretagne,oui,non,3285,divorcé,3.0,0.51,2022-09-12,731.0,10000.0,7662.696371813117,jeune,normal
F,non,doctorat,Corse,non,non,3089,marié,5.0,0.37,2024-10-13,,5000.0,500.0,retraite,obese
H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,2441,veuf,0.0,0.91,2024-12-05,,524.04,500.0,adulte,normal
H,oui,master,Bretagne,non,non,2741,célibataire,,0.5,2021-06-25,603.0,10000.0,7941.187814486619,jeune,surpoids
F,non,doctorat,Bretagne,non,oui,2320,divorcé,,0.52,2025-05-12,,10000.0,26268.84112909936,adulte,insuffisant
F,non,master,Corse,non,oui,500,divorcé,4.0,0.45,2025-01-05,,989.28,1291.4350643599728,senior,obese
F,oui,master,Occitanie,non,oui,2244,marié,5.0,0.9,2023-05-13,328.0,10000.0,18591.464775323664,senior,obese
F,non,bac,Occitanie,oui,non,1798,veuf,0.0,0.96,2024-04-14,,10000.0,500.0,senior,normal
H,oui,master,Bretagne,non,oui,3645,marié,3.0,0.96,2021-10-08,,5000.0,40198.0144647437,adulte,normal
F,non,bac,Normandie,oui,oui,3092,divorcé,,0.68,2025-04-11,606.0,,500.0,senior,normal
H,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,2920,marié,1.0,0.16,2020-06-05,370.0,10000.0,500.0,adulte,normal
H,oui,doctorat,Bretagne,oui,non,1963,divorcé,2.0,0.67,2024-05-21,,,500.0,jeune,surpoids
H,non,bac+2,Hauts-de-France,non,non,4478,,3.0,0.11,2024-01-05,658.0,,588.9678205526361,senior,obese
F,non,doctorat,Bretagne,non,non,2150,marié,,0.98,2024-07-20,,,500.0,adulte,normal
H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,3735,,,0.26,2025-05-09,383.0,1024.29,22357.028107605536,retraite,normal
H,oui,bac+2,Normandie,oui,oui,3482,célibataire,2.0,0.91,2022-10-22,542.0,723.33,15574.614222471444,retraite,normal
H,oui,doctorat,Bretagne,non,oui,2509,célibataire,3.0,0.29,2025-01-28,712.0,,41882.51994587498,adulte,insuffisant
H,oui,master,Normandie,non,non,2591,célibataire,,0.84,2023-04-29,806.0,5000.0,7061.195744455476,adulte,obese
F,oui,bac+2,Occitanie,non,oui,2710,marié,,0.36,2021-03-10,,10000.0,19449.22196772795,senior,obese
F,non,bac+2,Hauts-de-France,oui,oui,1096,marié,,0.73,2024-08-15,834.0,10000.0,500.0,jeune,surpoids
F,non,doctorat,Île-de-France,non,non,1852,divorcé,,0.01,2024-05-21,,10000.0,500.0,senior,surpoids
F,non,doctorat,Bretagne,non,oui,3700,marié,0.0,0.82,2024-12-07,,1224.29,25439.4073737775,senior,insuffisant
H,non,doctorat,Hauts-de-France,non,oui,1344,veuf,0.0,0.82,2023-11-04,312.0,,11626.191208630838,senior,normal
F,non,bac+2,Île-de-France,oui,non,3858,célibataire,,0.15,2021-01-23,388.0,5000.0,500.0,adulte,obese
H,oui,aucun,Normandie,oui,non,1545,veuf,4.0,0.48,2021-03-02,,908.08,500.0,retraite,obese
F,non,bac+2,Hauts-de-France,oui,oui,5890,célibataire,,0.25,2020-02-07,,,9945.783596853116,adulte,normal
H,non,bac,Bretagne,oui,oui,2408,,2.0,0.15,2023-03-13,684.0,10000.0,5624.001523459144,senior,normal
F,oui,doctorat,Occitanie,non,non,500,divorcé,1.0,0.82,2024-11-30,,5000.0,2802.549262989341,retraite,normal
